Date,Open,High,Low,Close,Adj Close,Volume
2018-05-18,9690.000000,9809.000000,9635.150391,9683.500000,9536.766602,85659
2018-05-21,9690.000000,9750.000000,9466.049805,9486.349609,9342.603516,41497
2018-05-22,9505.000000,9650.000000,9437.599609,9634.250000,9488.263672,53911
2018-05-23,9643.650391,9719.700195,9610.200195,9641.299805,9495.207031,36962
2018-05-24,9649.900391,9711.950195,9629.000000,9665.349609,9518.892578,29401
2018-05-25,9657.900391,9799.000000,9634.049805,9734.799805,9587.289063,30723
2018-05-28,9715.000000,9775.000000,9636.049805,9659.049805,9512.686523,36871
2018-05-29,9602.000000,9649.000000,9480.000000,9512.299805,9368.161133,43914
2018-05-30,9578.000000,9605.000000,9500.000000,9530.049805,9385.640625,59099
2018-05-31,9559.900391,9799.000000,9550.000000,9654.000000,9507.713867,149624
2018-06-01,9669.000000,9999.000000,9643.700195,9898.549805,9748.557617,148674
2018-06-04,10000.000000,10000.000000,9773.299805,9817.000000,9668.244141,37046
2018-06-05,9819.250000,9840.000000,9490.000000,9535.650391,9391.158203,62074
2018-06-06,9599.000000,9797.000000,9560.349609,9760.349609,9612.452148,38522
2018-06-07,9819.950195,9839.900391,9730.200195,9787.450195,9639.141602,45248
2018-06-08,9799.950195,9964.950195,9760.049805,9888.849609,9739.005859,58211
2018-06-11,9887.950195,10060.500000,9880.000000,9916.750000,9766.482422,43431
2018-06-12,9939.000000,9946.500000,9820.000000,9834.250000,9685.232422,27119
2018-06-13,9890.000000,9890.000000,9790.000000,9837.049805,9687.990234,29531
2018-06-14,9836.049805,9859.950195,9740.000000,9756.750000,9608.906250,29254
2018-06-15,9760.000000,9774.900391,9675.000000,9742.500000,9594.873047,76681
2018-06-18,9700.000000,9790.599609,9572.799805,9618.549805,9472.800781,46772
2018-06-19,9998.799805,9998.799805,9500.150391,9618.349609,9472.603516,67392
2018-06-20,9665.000000,9749.900391,9640.099609,9725.049805,9577.686523,59286
2018-06-21,9750.049805,9913.950195,9712.549805,9850.400391,9701.137695,43772
2018-06-22,9840.000000,9912.950195,9760.000000,9871.049805,9721.475586,36004
2018-06-25,9850.099609,9998.000000,9841.400391,9894.900391,9744.963867,52008
2018-06-26,9929.799805,10180.000000,9862.549805,10084.500000,9931.691406,136320
2018-06-27,10109.000000,10198.000000,9952.799805,9999.349609,9847.831055,82424
2018-06-28,10028.000000,10095.000000,9724.549805,9772.500000,9624.417969,72930
2018-06-29,9898.000000,9898.000000,9777.000000,9810.099609,9661.447266,63369
2018-07-02,9890.000000,9890.000000,9730.299805,9765.150391,9617.178711,35905
2018-07-03,9823.950195,9838.900391,9727.650391,9784.650391,9636.383789,55736
2018-07-04,9806.000000,9890.000000,9772.000000,9862.700195,9713.250977,25385
2018-07-05,9924.650391,9989.950195,9890.049805,9957.049805,9806.171875,16910
2018-07-06,9949.750000,10059.799805,9924.450195,9943.049805,9792.383789,36543
2018-07-09,9999.000000,9999.000000,9888.049805,9899.450195,9749.444336,14698
2018-07-10,9905.000000,10060.000000,9905.000000,10005.200195,9853.592773,39314
2018-07-11,10021.000000,10286.799805,9954.000000,10190.700195,10036.281250,55387
2018-07-12,10248.000000,10250.500000,10001.299805,10029.000000,9877.031250,35569
2018-07-13,10100.000000,10220.099609,10075.000000,10142.000000,9988.318359,37091
2018-07-16,10199.900391,10237.200195,10150.000000,10200.700195,10046.129883,26933
2018-07-17,10202.000000,10549.000000,10190.000000,10511.799805,10352.515625,85919
2018-07-18,10530.000000,10550.099609,10282.200195,10393.500000,10236.008789,74032
2018-07-19,10415.000000,10449.500000,10222.099609,10289.299805,10133.386719,42226
2018-07-20,10295.200195,10420.000000,10200.000000,10348.200195,10191.395508,43278
2018-07-23,10403.000000,10447.000000,10325.000000,10393.400391,10235.910156,19721
2018-07-24,10402.000000,10462.099609,10252.200195,10290.500000,10134.567383,32079
2018-07-25,10309.799805,10351.400391,10200.000000,10233.599609,10078.531250,23010
2018-07-26,10203.000000,10360.000000,10203.000000,10323.900391,10167.462891,28834
2018-07-27,10380.000000,10412.400391,10168.500000,10284.200195,10128.364258,33320
2018-07-30,10300.000000,10300.000000,10084.700195,10122.400391,9969.015625,35115
2018-07-31,10179.900391,10580.000000,10111.200195,10530.400391,10370.834961,70114
2018-08-01,10600.000000,10950.799805,10551.000000,10836.799805,10672.590820,69806
2018-08-02,10850.000000,10860.000000,10603.400391,10759.500000,10596.461914,34515
2018-08-03,10810.000000,10832.000000,10210.000000,10324.599609,10168.151367,165670
