Date,Open,High,Low,Close,Adj Close,Volume
2018-04-03,8299.900391,8379.900391,8279.950195,8343.950195,8161.031250,60612
2018-04-04,8322.000000,8399.000000,8312.000000,8351.049805,8167.976074,66915
2018-04-05,8388.650391,8408.000000,8361.049805,8384.250000,8200.449219,36648
2018-04-06,8384.250000,8400.549805,8315.000000,8346.950195,8163.965332,38544
2018-04-09,8350.000000,8398.000000,8330.099609,8382.250000,8198.492188,54041
2018-04-10,8399.750000,8556.799805,8380.000000,8499.099609,8312.779297,59706
2018-04-11,8499.599609,8506.700195,8378.200195,8476.349609,8290.527344,36711
2018-04-12,8446.000000,8685.000000,8383.000000,8636.950195,8447.608398,83815
2018-04-13,8650.049805,8740.000000,8607.049805,8687.500000,8497.049805,50680
2018-04-16,8704.500000,8780.000000,8650.000000,8749.400391,8557.592773,87657
2018-04-17,8784.500000,9049.000000,8776.000000,9013.599609,8816.000977,117758
2018-04-18,8981.099609,9118.950195,8950.200195,8975.250000,8778.491211,47494
2018-04-19,8975.849609,9198.000000,8964.000000,9145.549805,8945.057617,67268
2018-04-20,9175.000000,9250.000000,9125.000000,9162.000000,8961.147461,43195
2018-04-23,9161.099609,9182.150391,8880.049805,8905.349609,8710.123047,67578
2018-04-24,8919.900391,9020.849609,8808.150391,8822.049805,8628.650391,51022
2018-04-25,8820.000000,8908.299805,8660.049805,8734.549805,8543.068359,84260
2018-04-26,8799.849609,9190.000000,8770.099609,9042.950195,8844.707031,132498
2018-04-27,9015.200195,9129.799805,9006.000000,9061.700195,8863.045898,38931
2018-04-30,9100.000000,9448.000000,9063.950195,9396.549805,9190.554688,66876
2018-05-02,9405.000000,9497.000000,9184.700195,9201.250000,8999.536133,62931
2018-05-03,9272.000000,9289.900391,9055.099609,9098.650391,8899.186523,46201
2018-05-04,9140.200195,9157.950195,9084.700195,9111.400391,8911.658203,33795
2018-05-07,9114.049805,9174.000000,9015.099609,9092.700195,8893.366211,57050
2018-05-08,9175.000000,9175.000000,9082.099609,9117.700195,8917.819336,91703
2018-05-09,9070.200195,9169.000000,9070.200195,9120.750000,8920.801758,24599
2018-05-10,9139.000000,9215.049805,8934.650391,8981.549805,8784.652344,44274
2018-05-11,9240.000000,9619.700195,9150.000000,9523.000000,9314.233398,208693
2018-05-14,9523.000000,9622.450195,9502.000000,9571.400391,9361.572266,49576
2018-05-15,9600.000000,9640.000000,9475.000000,9565.200195,9355.509766,88137
2018-05-16,9544.950195,9649.900391,9460.450195,9628.000000,9459.457031,50709
2018-05-17,9645.000000,9889.950195,9548.000000,9705.849609,9558.778320,82957
