Date,Open,High,Low,Close,Adj Close,Volume
2018-01-29,360.000000,365.649994,355.100006,357.299988,350.062836,6302170
2018-01-30,355.500000,356.500000,350.700012,352.600006,345.458069,2665176
2018-01-31,349.399994,353.850006,343.549988,352.950012,345.800934,1743678
2018-02-01,349.700012,355.700012,343.649994,345.750000,338.746796,1990660
2018-02-02,340.000000,343.799988,333.500000,334.799988,328.018585,1251325
2018-02-05,329.899994,340.500000,326.000000,331.649994,324.932373,2172595
2018-02-06,318.850006,337.700012,311.600006,330.750000,324.050598,914562
2018-02-07,335.000000,336.299988,330.000000,332.250000,325.520264,626899
2018-02-08,332.250000,338.250000,329.899994,334.549988,327.773651,677037
2018-02-09,324.000000,328.500000,322.950012,326.750000,320.131622,584968
2018-02-12,333.899994,333.899994,323.399994,326.000000,319.396820,470902
2018-02-14,327.350006,327.350006,316.500000,318.549988,312.097687,2841988
2018-02-15,321.100006,331.500000,320.000000,328.600006,321.944153,756879
2018-02-16,331.000000,334.000000,318.850006,321.000000,314.498108,4329207
2018-02-19,325.000000,330.000000,315.250000,319.750000,313.273407,2296011
2018-02-20,320.950012,324.000000,316.549988,317.649994,311.215973,4907394
2018-02-21,315.000000,320.299988,315.000000,319.299988,312.832550,2031105
2018-02-22,318.899994,319.100006,314.049988,318.000000,311.558899,1343558
2018-02-23,319.500000,323.500000,318.500000,321.299988,314.791992,3483296
2018-02-26,323.100006,327.750000,323.100006,327.000000,320.376556,418378
2018-02-27,329.000000,329.000000,319.049988,319.649994,313.175476,2622221
2018-02-28,315.000000,317.000000,311.200012,313.500000,307.149994,1207549
2018-03-01,313.000000,313.950012,304.350006,305.250000,299.067139,1708608
2018-03-05,304.799988,306.350006,299.500000,303.100006,296.960663,3408058
2018-03-06,308.399994,308.399994,294.000000,295.100006,289.122742,881895
2018-03-07,292.000000,294.000000,285.299988,286.700012,280.892853,1428871
2018-03-08,288.000000,297.950012,288.000000,296.950012,290.935272,1555655
2018-03-09,300.950012,300.950012,290.649994,292.700012,286.771362,584776
2018-03-12,294.299988,301.899994,293.750000,300.700012,294.609283,922637
2018-03-13,300.700012,306.850006,300.000000,304.000000,297.842438,637387
2018-03-14,301.049988,307.299988,298.100006,306.350006,300.144836,461823
2018-03-15,306.899994,306.899994,300.649994,301.450012,295.344086,945969
2018-03-16,302.799988,302.799988,297.399994,298.100006,292.061951,808232
2018-03-19,298.100006,299.950012,291.299988,295.000000,289.024719,986702
2018-03-20,292.549988,297.000000,290.350006,291.750000,285.840546,3346354
2018-03-21,294.549988,296.500000,287.500000,289.600006,283.734131,2153080
2018-03-22,289.600006,289.700012,281.149994,283.549988,277.806671,1184139
2018-03-23,277.000000,277.850006,273.649994,275.799988,270.213623,1348434
2018-03-26,275.549988,282.799988,275.549988,281.450012,275.749237,2856987
2018-03-27,283.000000,287.799988,281.299988,283.899994,278.149567,1999278
2018-03-28,283.000000,283.000000,277.399994,278.399994,272.760956,485906
2018-04-02,272.000000,274.000000,258.899994,261.899994,256.595154,2550809
2018-04-03,260.500000,271.049988,260.049988,269.600006,264.139221,1493045
2018-04-04,267.799988,273.399994,265.000000,268.450012,263.012543,1783917
2018-04-05,268.899994,279.200012,267.899994,277.899994,272.271088,1127497
2018-04-06,278.149994,283.000000,277.200012,280.600006,274.916382,895738
2018-04-09,278.549988,283.450012,274.700012,280.450012,274.769470,30992542
2018-04-10,280.000000,294.399994,279.799988,288.899994,283.048279,2057308
