Date,Open,High,Low,Close,Adj Close,Volume
2018-04-11,289.799988,289.799988,282.399994,284.100006,278.345520,799653
2018-04-12,284.200012,289.899994,283.850006,286.450012,280.647949,653152
2018-04-13,287.500000,291.049988,285.899994,288.200012,282.362457,586745
2018-04-16,285.700012,288.850006,284.750000,287.399994,281.578644,396034
2018-04-17,288.000000,293.250000,287.000000,291.700012,285.791595,503962
2018-04-18,293.000000,294.799988,289.000000,290.200012,284.321960,953051
2018-04-19,290.200012,291.000000,287.250000,289.149994,283.293213,378772
2018-04-20,288.899994,290.149994,279.649994,281.950012,276.239075,566239
2018-04-23,280.000000,282.649994,275.350006,279.549988,273.887634,626807
2018-04-24,279.000000,286.549988,279.000000,284.200012,278.443512,540926
2018-04-25,282.799988,285.700012,276.950012,278.899994,273.250824,401780
2018-04-26,280.000000,280.100006,275.549988,278.750000,273.103851,299690
2018-04-27,276.149994,291.700012,276.049988,288.049988,282.215485,974926
2018-04-30,289.000000,290.899994,282.399994,284.450012,278.688416,382397
2018-05-02,284.649994,284.649994,275.500000,277.100006,271.487335,561434
2018-05-03,278.000000,283.450012,277.799988,281.799988,276.092102,650192
2018-05-04,280.500000,285.500000,278.450012,282.899994,277.169769,526569
2018-05-07,284.350006,292.000000,282.950012,289.399994,283.538147,764190
2018-05-08,302.500000,314.500000,300.000000,309.250000,302.986084,3804589
2018-05-09,306.799988,309.700012,304.399994,307.100006,300.879669,893093
2018-05-10,309.200012,313.000000,305.799988,307.000000,300.781616,1141372
2018-05-11,307.000000,312.000000,307.000000,311.100006,304.798615,554143
2018-05-14,310.399994,311.100006,305.250000,309.950012,303.671936,362302
2018-05-15,309.700012,317.350006,305.500000,308.000000,301.761383,877639
2018-05-16,305.000000,305.000000,295.549988,297.899994,291.865997,764405
2018-05-17,298.250000,299.649994,294.549988,295.899994,289.906494,464701
2018-05-18,295.899994,295.899994,284.899994,286.399994,280.598938,546452
2018-05-21,287.500000,293.000000,287.500000,289.649994,283.783081,416007
2018-05-22,288.549988,293.799988,287.000000,290.750000,284.860809,313391
2018-05-23,289.399994,298.200012,288.000000,291.700012,285.791595,408065
2018-05-24,293.000000,299.000000,291.500000,297.250000,291.229156,499677
2018-05-25,297.500000,300.899994,295.000000,296.500000,290.494293,557011
2018-05-28,294.149994,302.250000,293.049988,299.250000,293.188660,643575
2018-05-29,299.000000,300.000000,289.000000,290.649994,284.762848,578232
