Date,Open,High,Low,Close,Adj Close,Volume
2018-05-21,124.620003,124.989998,123.320000,123.720001,117.900673,5558700
2018-05-22,123.800003,124.239998,122.760002,122.910004,117.128784,7172700
2018-05-23,122.870003,123.970001,122.739998,123.449997,117.643372,4940800
2018-05-24,123.220001,123.389999,121.550003,122.250000,116.499809,6923600
2018-05-25,121.559998,122.800003,121.129997,121.470001,116.615021,4594800
2018-05-29,120.500000,120.800003,118.620003,119.400002,114.627754,9821900
2018-05-30,120.120003,121.580002,119.540001,120.970001,116.134995,6423700
2018-05-31,120.919998,121.250000,119.540001,119.620003,114.838966,10337500
2018-06-01,120.379997,121.320000,119.970001,121.260002,116.413422,5741000
2018-06-04,121.849998,122.370003,121.019997,121.949997,117.075829,4853000
2018-06-05,122.050003,122.559998,120.900002,121.480003,116.624619,5125400
2018-06-06,121.970001,122.790001,121.459999,122.790001,117.882256,6799300
2018-06-07,123.000000,123.489998,122.269997,123.330002,118.400688,7414100
2018-06-08,123.360001,124.849998,123.330002,124.059998,119.101494,6208100
2018-06-11,124.269997,124.339996,122.550003,122.660004,117.757469,5571400
2018-06-12,123.160004,123.180000,121.949997,122.540001,117.642258,5227300
2018-06-13,123.150002,124.089996,122.459999,122.629997,117.728653,5836900
2018-06-14,122.709999,123.150002,122.089996,122.410004,117.517448,5239200
2018-06-15,122.099998,122.730003,121.239998,122.610001,117.709457,13173500
2018-06-18,121.610001,121.809998,120.250000,121.320000,116.471008,6787400
2018-06-19,120.660004,123.169998,120.570000,122.570000,117.671043,8572400
2018-06-20,122.419998,122.660004,121.660004,122.040001,117.162239,6277200
2018-06-21,121.830002,122.239998,121.110001,121.449997,116.595818,4417200
2018-06-22,121.680000,123.379997,121.650002,122.839996,117.930260,9501400
2018-06-25,122.820000,123.430000,121.510002,122.589996,117.690247,8170500
2018-06-26,122.489998,122.889999,121.599998,122.349998,117.459846,5496400
2018-06-27,122.129997,122.970001,121.449997,121.610001,116.749428,5666000
2018-06-28,121.779999,122.410004,121.070000,122.000000,117.123833,5296800
2018-06-29,122.239998,123.180000,121.190002,121.339996,116.490227,7308700
2018-07-02,121.339996,121.730003,120.110001,121.580002,116.720619,5481400
2018-07-03,121.650002,123.459999,121.260002,122.709999,117.805466,4248100
2018-07-05,123.599998,125.120003,123.230003,125.000000,120.003929,7319100
2018-07-06,125.160004,125.919998,124.610001,125.750000,120.723953,7297900
2018-07-09,126.220001,126.750000,125.599998,126.050003,121.011971,6706100
2018-07-10,126.370003,127.519997,126.110001,127.379997,122.288811,5075600
2018-07-11,127.410004,127.440002,126.059998,126.239998,121.194366,4827400
2018-07-12,127.709999,128.210007,127.169998,127.760002,122.653618,6199000
2018-07-13,125.320000,127.500000,125.320000,125.930000,120.896759,8250200
2018-07-16,126.000000,126.099998,124.160004,124.690002,119.706322,7314400
2018-07-17,128.529999,130.539993,127.559998,129.110001,123.949661,12858700
2018-07-18,128.809998,129.050003,127.169998,127.800003,122.692017,7152000
2018-07-19,127.529999,127.699997,125.870003,125.940002,120.906364,5984600
2018-07-20,125.300003,126.139999,125.120003,125.849998,120.819962,5835500
2018-07-23,125.750000,126.680000,125.449997,126.629997,121.568779,4631100
2018-07-24,127.239998,129.619995,127.150002,129.360001,124.189667,7158800
2018-07-25,129.139999,129.229996,127.650002,128.619995,123.479248,6523000
2018-07-26,129.899994,131.220001,129.850006,130.279999,125.072906,7640600
2018-07-27,129.979996,132.270004,129.940002,131.550003,126.292160,6620400
2018-07-30,131.779999,132.490005,131.250000,132.169998,126.887344,11013100
2018-07-31,132.279999,132.639999,131.770004,132.520004,127.223366,7598900
2018-08-01,132.389999,132.960007,132.080002,132.639999,127.338570,5770400
2018-08-02,132.889999,133.000000,131.089996,131.250000,126.004120,6563300
2018-08-03,131.179993,132.699997,130.899994,131.949997,126.676155,6498700
2018-08-06,131.639999,132.529999,131.009995,132.020004,126.743355,5840000
2018-08-07,131.880005,132.169998,131.300003,131.460007,126.205727,4664600
2018-08-08,131.490005,131.800003,130.889999,131.169998,125.927322,3721500
2018-08-09,131.539993,131.720001,130.669998,131.199997,125.956131,4057800
2018-08-10,131.190002,131.630005,130.259995,130.750000,125.524117,4324000
2018-08-13,130.720001,130.899994,129.850006,130.220001,125.015297,3778000
2018-08-14,129.669998,130.470001,129.350006,129.500000,124.324074,4542800
2018-08-15,129.750000,130.740005,128.929993,130.429993,125.216904,5377300
2018-08-16,131.020004,132.880005,130.570007,132.479996,127.184959,7861500
2018-08-17,132.449997,135.000000,132.190002,134.470001,129.095413,6700900
2018-08-20,134.929993,137.119995,134.000000,136.880005,131.409103,7935000
2018-08-21,137.000000,137.429993,135.300003,135.350006,129.940262,5832100
2018-08-22,135.559998,135.679993,134.419998,134.610001,129.229828,4688400
2018-08-23,134.610001,135.490005,134.100006,135.110001,129.709854,5057600
2018-08-24,135.110001,136.149994,134.830002,135.949997,130.516281,4809400
2018-08-27,135.500000,136.050003,134.210007,134.919998,130.390640,4325900
2018-08-28,134.779999,134.899994,133.889999,134.320007,129.810776,6037500
2018-08-29,134.320007,134.940002,133.940002,134.860001,130.332657,4648700
2018-08-30,134.699997,135.600006,134.600006,134.949997,130.419632,4821900
2018-08-31,134.600006,135.000000,133.970001,134.690002,130.168365,6139500
2018-09-04,134.690002,134.750000,133.440002,133.720001,129.230942,4406800
2018-09-05,133.479996,135.940002,133.460007,135.860001,131.299088,6174800
2018-09-06,135.500000,137.309998,135.179993,136.869995,132.275177,6562000
2018-09-07,136.779999,137.690002,135.750000,137.320007,132.710068,6375200
2018-09-10,137.529999,138.470001,137.059998,137.210007,132.603775,4892200
2018-09-11,137.639999,138.910004,137.220001,138.509995,133.860123,7856800
2018-09-12,138.899994,139.990005,138.559998,139.360001,134.681580,6767700
2018-09-13,139.889999,140.479996,139.020004,139.889999,135.193787,6456100
2018-09-14,140.000000,140.350006,139.100006,139.490005,134.807220,4534800
2018-09-17,139.330002,140.399994,139.179993,139.960007,135.261444,5295500
2018-09-18,140.270004,140.839996,139.830002,140.539993,135.821976,4581200
2018-09-19,140.759995,140.990005,140.050003,140.460007,135.744659,5049900
2018-09-20,140.820007,142.139999,140.509995,141.979996,137.213638,5019300
2018-09-21,142.179993,143.130005,141.690002,142.880005,138.083435,13283400
